nodeid	nodelen	ys	tunisia	bhagwa	taishanhong	dabenzi	azerbaijan
s11456	1485	1	1	1	1	1	0
s11457	8951	1	1	1	1	1	0
s11458	665	1	1	1	1	0	0
s11459	1620	1	1	1	1	1	0
s11460	2101	1	1	1	1	1	0
s11461	1329	1	1	1	1	1	0
s11462	12876	1	1	1	1	1	0
s11463	3716	1	1	1	1	0	0
s11464	14929	1	1	1	1	1	0
s11465	63	1	1	1	1	0	0
s11466	575	1	1	1	1	1	0
s11467	2040	1	1	1	1	1	0
s11468	317	1	1	1	1	1	0
s11469	2569	1	1	1	1	1	0
s11470	2732	1	1	1	1	1	0
s11471	763	1	1	1	1	0	0
s11472	349	1	1	1	1	1	0
s11473	32	1	1	1	1	0	0
s11474	8799	1	1	1	1	1	0
s11475	914	1	1	1	1	1	0
s11476	46261	1	1	1	1	1	0.229675
s11477	963	1	1	1	1	0	1
s11478	23515	1	1	1	1	1	1
s11479	28	1	1	1	1	0	0
s11480	683	1	1	1	1	1	1
s11481	491	1	1	1	0	1	1
s11482	1197	1	1	1	1	1	1
s11483	81	1	1	1	0	1	1
s11484	2013	1	1	1	1	1	1
s11485	227	1	1	1	0	1	1
s11486	2770	1	1	1	0	0	1
s11487	9339	1	1	1	0	1	1
s11488	2121	1	1	1	0	1	1
s11489	2212	1	1	1	0	0	1
s11490	56	1	1	1	0	1	1
s11491	600	1	1	1	1	1	1
s11492	313	1	1	1	1	1	1
s11493	11098	1	1	1	1	1	1
s11494	16513	1	1	1	1	1	1
s11495	14486	1	1	1	1	1	1
s11496	48	1	1	1	0	1	1
s11497	24544	1	1	1	1	1	1
s11498	17326	1	1	1	0.278368	1	0.0589865
s11499	4	1	1	1	0	1	0
s11500	3510	1	1	1	0	1	0
s11501	11308	1	1	1	0	0.0519102	0
s11502	1975	1	1	0	0	0	0
s11503	22290	1	1	1	0	0	0
s11504	5	1	0	0	0	0	0
s11505	1075	1	1	1	0	0	0
s11506	1	1	1	0	0	0	0
s11507	1942	1	1	1	0	0	0
s11508	101	1	1	0	0	0	0
s11509	416	1	1	1	0	0	0
s11510	263	1	1	0	0	0	0
s11511	111	1	1	1	0	0	0
s11512	543	1	1	0	0	0	0
s11513	178	1	1	1	0	0	0
s11514	71	1	1	0	0	0	0
s11515	11223	1	1	1	0	0	0
s11516	1770	1	1	0	0	0	0
s11517	64672	1	1	1	0	0.257778	0
s11518	1304	1	1	1	0	0	0
s11519	1672	1	1	1	0	1	0
s11520	67	1	1	1	0	0	0
s11521	286	1	1	1	0	1	0
s11522	3	1	1	1	0	0	0
s11523	16684	1	1	1	0	1	0
s11524	67	1	1	1	0	0	0
s11525	862	1	1	1	0	1	0
s11526	159	1	1	1	0	0	0
s11527	9182	1	1	1	0	1	0
s11528	13442	1	1	1	0	1	0
s11529	15	1	1	1	0	0	0
s11530	7636	1	1	1	0	1	0
s11531	275	1	1	1	0	0	0
s11532	323	1	1	1	0	1	0
s11533	15	1	1	1	0	0	0
s11534	5345	1	1	1	0	1	0
s11535	199	1	1	1	0	0	0
s11536	1023	1	1	1	0	1	0
s11537	135	1	1	1	0	0	0
s11538	2952	1	1	1	0	1	0
s11539	10	1	1	1	0	0	0
s11540	31629	1	1	1	0.227165	1	0
s11541	4	1	1	1	1	0	0
s11542	12833	1	1	1	1	1	0
s11543	131	1	1	1	1	0	0
s11544	1254	1	1	1	1	1	0
s11545	782	1	1	1	1	0	0
s11546	83	1	1	1	1	1	0
s11547	107	1	1	1	0	1	0
s11548	10058	1	1	1	1	1	0
s11549	327	1	1	1	1	0	0
s11550	10473	1	1	1	1	1	0
s11551	250	1	1	1	1	0	0
s11552	14108	1	1	1	1	1	0
s11553	2684	1	1	1	1	1	0
s11554	313	1	1	1	1	0	0
s11555	10149	1	1	1	1	1	0
s11556	1	1	1	1	1	0	0
s11557	692	1	1	1	1	1	0
s11558	517	1	1	1	1	0	0
s11559	199	1	1	1	1	1	0
s11560	109	1	1	1	1	0	0
s11561	429	1	1	1	1	1	0
s11562	2915	1	1	1	1	1	0
s11563	48	1	1	1	1	0	0
s11564	369	1	1	1	1	1	0
s11565	3938	1	1	1	1	1	0
s11566	468	1	1	1	1	1	0
s11567	10	1	1	1	1	0	0
s11568	374	1	1	1	1	1	0
s11569	91	1	1	1	1	0	0
s11570	3874	1	1	1	1	1	0
s11571	17157	1	1	1	1	1	0.25698
s11572	307	1	1	1	1	1	1
s11573	706	1	1	1	1	0	0
s11574	1712	1	1	1	1	1	1
s11575	1089	1	1	1	1	0	0
s11576	1832	1	1	1	1	1	1
s11577	162	1	1	1	1	1	1
s11578	158	1	1	1	0	0	0
s11579	4981	1	1	1	1	1	1
s11580	676	1	1	1	0	1	1
s11581	526	1	1	1	1	1	1
s11582	6474	1	1	1	1	1	1
s11583	1443	1	1	1	1	1	1
s11584	258	1	1	1	1	0	0
s11585	1191	1	1	1	1	1	1
s11586	5	1	1	1	1	0	1
s11587	822	1	1	1	1	1	1
s11588	224	1	1	1	0	0	0
s11589	201	1	1	1	1	1	1
s11590	45	1	1	1	1	0	1
s11591	2875	1	1	1	1	1	1
s11592	72	1	1	1	0	0	0
s11593	412	1	1	1	1	1	1
s11594	75	1	1	1	1	0	1
s11595	529	1	1	1	1	1	1
s11596	72	1	1	1	1	0	0
s11597	130	1	1	1	1	1	1
s11598	2488	1	1	1	1	1	1
s11599	1595	1	1	1	1	1	1
s11600	883	1	1	1	1	1	1
s11601	4572	1	1	1	1	1	1
s11602	8	1	1	1	1	0	1
s11603	2859	1	1	1	1	1	1
s11604	12	1	1	1	1	0	1
s11605	655	1	1	1	1	1	1
s11606	299	1	1	1	1	0	0
s11607	8742	1	1	1	1	1	1
s11608	101	1	1	1	0	1	0
s11609	20394	1	1	1	1	1	1
s11610	7926	1	1	1	1	1	1
s11611	106	1	1	1	1	0	1
s11612	14394	1	1	1	1	1	1
s11613	293	1	1	1	1	0	1
s11614	1212	1	1	1	1	1	1
s11615	3288	1	1	1	1	1	1
s11616	190	1	1	1	1	0	1
s11617	1397	1	1	1	1	1	1
s11618	1	1	1	1	1	1	0
s11619	37	1	1	1	1	1	1
s11620	660	1	1	1	0	1	1
s11621	9104	1	1	1	1	1	1
s11622	32997	1	1	1	1	1	1
s11623	21374	1	1	1	1	1	1
s11624	7	1	1	1	1	0	1
s11625	2900	1	1	1	1	1	0.537586
s11626	200	1	1	1	1	0	0
s11627	1757	1	1	1	1	1	0
s11628	76	1	1	1	0	0	0
s11629	111	1	1	1	1	1	0
s11630	120	1	1	1	0	0	0
s11631	7360	1	1	1	1	1	0
s11632	207	1	1	1	1	1	0
s11633	8750	1	1	1	0.988914	1	0
s11634	673	1	1	1	0	1	0
s11635	33751	1	1	1	0	0.0722349	0
s11636	13292	1	1	1	0.200045	1	0
s11637	7	1	1	1	1	0	0
s11638	1746	1	1	1	1	1	0
s11639	269	1	1	1	1	0	0
s11640	4190	1	1	1	1	1	0
s11641	20305	1	1	1	1	1	0
s11642	8306	1	1	1	1	1	0
s11643	6388	1	1	1	1	1	0
s11644	57	1	1	1	0	1	0
s11645	123	1	1	1	0	0	0
s11646	5	1	1	1	1	0	0
s11647	8348	1	1	1	1	1	0.99988
s11648	1273	1	1	1	1	0	0
s11649	871	1	1	1	1	1	1
s11650	8	1	1	1	1	0	1
s11651	215	1	1	1	1	1	1
s11652	185277	1	1	1	1	1	1
s11653	9848	1	1	1	1	1	1
s11654	21386	1	1	1	1	1	1
s11655	7144	1	1	1	1	1	1
s11656	230	1	1	1	1	0	0
s11657	42001	1	1	1	1	1	1
s11658	449	1	1	1	1	1	1
s11659	5595	1	1	1	1	1	0.488651
s11660	214	1	1	1	1	0	0
s11661	3022	1	1	1	1	1	0
s11662	1980	1	1	1	1	1	0
s11663	6666	1	1	1	1	1	0
s11664	4	1	1	1	1	0	0
s11665	653	1	1	1	1	1	0
s11666	4138	1	1	1	1	1	0
s11667	22	1	1	1	0	1	0
s11668	319	1	1	1	1	1	0
s11669	306	1	1	1	1	1	0
s11670	1992	1	1	1	1	1	0
s11671	3601	1	1	1	1	1	0
s11672	10998	1	1	1	1	1	0
s11673	245	1	1	1	0	1	0
s11674	8776	1	1	1	1	1	0
s11675	839	1	1	1	1	1	0
s11676	839	1	1	1	0	0	0
s11677	1272	1	1	1	1	1	0
s11678	493	1	1	1	1	0	0
s11679	644	1	1	1	1	1	0
s11680	9831	1	1	1	1	1	0
s11681	128	1	1	1	1	0	0
s11682	8804	1	1	1	1	1	0
s11683	7169	1	1	1	1	1	0
s11684	560	1	1	1	1	0	0
s11685	2069	1	1	1	1	1	0
s11686	1639	1	1	1	1	1	0
s11687	29	1	1	1	1	0	0
s11688	980	1	1	1	1	1	0
s11689	631	1	1	1	0	1	0
s11690	229	1	1	1	0	0	0
s11691	1843	1	1	1	0	1	0
s11692	352	1	1	1	0	0	0
s11693	156	1	1	1	0	1	0
s11694	9018	1	1	1	1	1	0
s11695	1395	1	1	1	1	1	0
s11696	57	1	1	1	1	0	0
s11697	358	1	1	1	1	1	0
s11698	340	1	1	1	1	0	0
s11699	7179	1	1	1	1	0.462878	0
s11700	120	1	1	1	0	0	0
s11701	7643	1	1	1	1	0	0
s11702	9594	1	1	1	0.674797	0	0
s11703	22106	1	1	1	0.108613	0.109834	0
s11704	1	1	1	1	1	0	0
s11705	8593	1	1	1	1	1	0
s11706	1346	1	1	1	1	1	0
s11707	1646	1	1	1	1	0	0
s11708	12893	1	1	1	1	1	0.276507
s11709	3301	1	1	1	1	1	1
s11710	199	1	1	1	1	0	1
s11711	6373	1	1	1	1	1	1
s11712	6409	1	1	1	1	1	1
s11713	35317	1	1	1	1	1	1
s11714	31	1	1	1	1	0	0
s11715	1569	1	1	1	1	1	1
s11716	208	1	1	1	1	0	1
s11717	5032	1	1	1	1	1	1
s11718	2903	1	1	1	1	1	1
s11719	2	1	1	1	1	0	1
s11720	252	1	1	1	1	1	1
s11721	2703	1	1	1	1	1	1
s11722	8	1	1	1	1	0	0
s11723	4262	1	1	1	1	1	1
s11724	5	1	1	1	1	0	1
s11725	3499	1	1	1	1	1	1
s11726	1	1	1	1	1	0	1
s11727	3371	1	1	1	1	1	1
s11728	1986	1	1	1	1	1	0.738671
s11729	1468	1	1	1	0	0	0
s11730	7557	1	1	1	1	1	0
s11731	80	1	1	1	1	0	0
s11732	936	1	1	1	1	1	0
s11733	4698	1	1	1	0.00957854	1	0
s11734	170	1	1	1	0	0	0
s11735	456	1	1	1	0	1	0
s11736	259	1	1	1	0	0	0
s11737	4826	1	1	1	0.119768	1	0
s11738	873	1	1	1	1	1	0
s11739	938	1	1	1	1	1	0
s11740	36	1	1	1	0	1	0
s11741	100	1	1	1	0	0	0
s11742	159	1	1	1	0	1	0
s11743	117	1	1	1	1	1	0
s11744	64	1	1	1	0	0	0
s11745	98	1	1	1	0	0	0
s11746	5430	1	1	1	1	1	0
s11747	19	1	1	1	1	0	0
s11748	191	1	1	1	1	1	0
s11749	60	1	1	1	0	1	0
s11750	82	1	1	1	1	1	0
s11751	519	1	1	1	1	1	0
s11752	16	1	1	1	1	0	0
s11753	5895	1	1	1	1	1	0
s11754	13752	1	1	1	1	1	0
s11755	3995	1	1	1	1	1	0
s11756	1	1	1	1	1	0	0
s11757	298	1	1	1	1	1	0
s11758	65966	1	1	1	1	1	0
s11759	230	1	1	1	1	0	0
s11760	4747	1	1	1	1	1	0
s11761	219	1	1	1	1	0	0
s11762	750	1	1	1	1	1	0
s11763	27	1	1	1	1	0	0
s11764	1121	1	1	1	1	1	0
s11765	557	1	1	1	1	0	0
s11766	2143	1	1	1	1	1	0
s11767	1295	1	1	1	1	0	0
s11768	2594	1	1	1	1	1	0
s11769	83	1	1	1	1	0	0
s11770	613	1	1	1	1	1	0
s11771	3	1	1	1	1	0	0
s11772	2744	1	1	1	0.310131	1	0
s11773	202	1	1	1	0	0	0
s11774	3920	1	1	1	0	1	0
s11775	156	1	1	1	0	1	0
s11776	560	1	1	1	0	1	0
s11777	102	1	1	1	0	1	0
s11778	7289	1	1	1	0	1	0
s11779	122	1	0	1	0	1	0
s11780	15928	1	1	1	0	1	0
s11781	9	1	1	1	0	0	0
s11782	3220	1	1	1	0	1	0
s11783	163	1	1	1	0	0	0
s11784	345	1	1	1	0	1	0
s11785	62	1	1	1	0	0	0
s11786	1945	1	1	1	0	1	0
s11787	756	1	1	1	0	1	0
s11788	12	1	1	1	0	0	0
s11789	7620	1	1	1	0	1	0
s11790	118263	1	1	1	0	0.0275234	0
s11791	165	1	1	0	0	0	0
s11792	218	1	1	1	0	0	0
s11793	1030	1	1	0	0	0	0
s11794	143	1	1	1	0	0	0
s11795	49	1	1	0	0	0	0
s11796	467	1	1	1	0	0	0
s11797	222	1	1	0	0	0	0
s11798	187	1	1	1	0	0	0
s11799	454	1	1	0	0	0	0
s11800	324	1	1	1	0	0	0
s11801	636	1	0	0	0	0	0
s11802	203	1	1	1	0	0	0
s11803	71	1	0	1	0	0	0
s11804	202	1	1	1	0	0	0
s11805	124	1	0	1	0	0	0
s11806	93	1	1	1	0	0	0
s11807	15	1	1	0	0	0	0
s11808	18	1	1	1	0	0	0
s11809	70	1	0	0	0	0	0
s11810	87	1	1	1	0	0	0
s11811	11	1	1	0	0	0	0
s11812	100	1	1	1	0	0	0
s11813	2223	1	0	0	0	0	0
s11814	222	1	1	1	0	0	0
s11815	89	1	1	0	0	0	0
s11816	519	1	0	0	0	0	0
s11817	77	1	1	1	0	0	0
s11818	61	1	1	0	0	0	0
s11819	203	1	1	1	0	0	0
s11820	158	1	0	0	0	0	0
s11821	69	1	1	1	0	0	0
s11822	228	1	1	1	0	0	0
s11823	155	1	0	1	0	0	0
s11824	29	1	0	0	0	0	0
s11825	23	1	0	1	0	0	0
s11826	661	1	1	1	0	0	0
s11827	64	1	0	0	0	0	0
s11828	135	1	0	0	0	0	0
s11829	239	1	1	1	0	0	0
s11830	4702	1	0	0	0	0	0
s11831	195	1	0	0	0	0	0
s11832	559	1	1	1	0	0	0
s11833	410	1	0	1	0	0	0
s11834	142	1	1	1	0	0	0
s11835	77	1	0	1	0	0	0
s11836	4602	1	1	1	0	0.397001	0
s11837	1817	1	1	1	0	1	0
s11838	12	1	1	1	0	0	0
s11839	8968	1	1	1	0	1	0
s11840	5508	1	1	1	0	1	0
s11841	9	1	1	1	0	0	0
s11842	2453	1	1	1	0	1	0
s11843	175	1	1	1	0	0	0
s11844	6693	1	1	1	0	1	0
s11845	196	1	1	1	0	1	0
s11846	145	1	1	1	0	1	0
s11847	1540	1	1	1	0	1	0
s11848	4501	1	1	1	0	1	0
s11849	80	1	1	1	0	0	0
s11850	171	1	1	1	0	1	0
s11851	289	1	1	1	0	1	0
s11852	9	1	1	1	0	0	0
s11853	387	1	1	1	0	1	0
s11854	37	1	1	1	0	0	0
s11855	324	1	1	1	0	1	0
s11856	3076	1	1	1	0	1	0
s11857	240	1	1	1	0	0	0
s11858	5756	1	1	1	0	1	0
s11859	20529	1	1	1	0	1	0
s11860	908	1	1	1	0	0	0
s11861	6978	1	1	1	0	1	0
s11862	119	1	1	1	0	1	0
s11863	5	1	1	1	0	0	0
s11864	16168	1	1	1	0	1	0
s11865	202	1	1	1	0	0	0
s11866	324725	1	1	1	0	0.0554808	0
s11867	161	1	1	0	0	0	0
s11868	29081	1	1	1	0	0	0
s11869	13732	1	1	0	0	0	0
s11870	226228	1	1	1	0	0	0
s11871	131	1	0	1	0	0	0
s11872	5661	1	1	1	0	0	0
s11873	121	1	0	1	0	0	0
s11874	7861	1	1	1	0	0	0
s11875	359304	1	1	1	0	0	0
s11876	7	1	0	0	0	0	0
s11877	1021	1	1	1	0	0	0
s11878	318	1	1	1	0	0	0
s11879	123	1	1	1	0	0	0
s11880	40	1	0	0	0	0	0
s11881	317	1	1	1	0	0	0
s11882	5	1	0	0	0	0	0
s11883	329	1	1	1	0	0	0
s11884	2950	1	0.403729	1	0	0	0
s11885	1514	1	0	1	0	0	0
s11886	43	1	0	0	0	0	0
s11887	5812	1	0	1	0	0	0
s11888	79	1	0	0	0	0	0
s11889	6097	1	0	1	0	0	0
s11890	10475	1	0	0	0	0	0
s11891	34496	1	0	1	0	0	0
s11892	8070	1	0	1	0	0	0
s11893	109	1	0	0	0	0	0
s11894	77963	1	0	0.320344	0	0	0
s11895	1	1	0	0	0	0	0
s11896	31715	1	0	1	0	0	0
s11897	1	1	0	0	0	0	0
s11898	4935	1	0	1	0	0	0
s11899	1	1	0	0	0	0	0
s11900	4094	1	0	1	0	0	0
s11901	58	1	0	0	0	0	0
s11902	28442	1	0	1	0	0	0
s11903	68	1	0	0	0	0	0
s11904	673	1	0	1	0	0	0
s11905	87	1	0	0	0	0	0
s11906	1097	1	0	1	0	0	0
s11907	1003	1	0	1	0	0	0
s11908	1	1	0	0	0	0	0
s11909	540	1	0	1	0	0	0
s11910	362	1	0	1	0	0	0
s11911	23	1	0	0	0	0	0
s11912	8227	1	0	1	0	0	0
s11913	96	1	0	0	0	0	0
s11914	12959	1	0	1	0	0	0
s11915	102	1	0	0	0	0	0
s11916	3984	1	0	1	0	0	0
s11917	64	1	0	0	0	0	0
s11918	8759	1	0	1	0	0	0
s11919	99	1	0	0	0	0	0
s11920	1839	1	0	1	0	0	0
s11921	104	1	0	0	0	0	0
s11922	1194	1	0	1	0	0	0
s11923	97	1	0	0	0	0	0
s11924	1582	1	0	1	0	0	0
s11925	88	1	0	0	0	0	0
s11926	6261	1	0	1	0	0	0
s11927	75	1	0	0	0	0	0
s11928	194	1	0	1	0	0	0
s11929	92	1	0	0	0	0	0
s11930	460	1	0	1	0	0	0
s11931	96	1	0	0	0	0	0
s11932	1550	1	0	1	0	0	0
s11933	84	1	0	0	0	0	0
s11934	610	1	0	1	0	0	0
s11935	108	1	0	0	0	0	0
s11936	925	1	0	1	0	0	0
s11937	480	1	0	0	0	0	0
s11938	128	1	0	1	0	0	0
s11939	221	1	0	0	0	0	0
s11940	121	1	0	1	0	0	0
s11941	113	1	0	0	0	0	0
s11942	222	1	0	1	0	0	0
s11943	335	1	0	0	0	0	0
s11944	4730	1	0	1	0	0	0
s11945	2	1	0	0	0	0	0
s11946	5720	1	0	1	0	0	0
s11947	56	1	0	0	0	0	0
s11948	430	1	0	1	0	0	0
s11949	4	1	0	0	0	0	0
s11950	2620	1	0	1	0	0	0
s11951	62	1	0	0	0	0	0
s11952	485	1	0	1	0	0	0
s11953	100	1	0	0	0	0	0
s11954	105	1	0	1	0	0	0
s11955	88	1	0	0	0	0	0
s11956	167	1	0	1	0	0	0
s11957	85	1	0	0	0	0	0
s11958	2743	1	0	1	0	0	0
s11959	140	1	0	0	0	0	0
s11960	815	1	0	1	0	0	0
s11961	86	1	0	0	0	0	0
s11962	26964	1	0	1	0	0	0
s11963	1	1	0	0	0	0	0
s11964	13875	1	0	1	0	0	0
s11965	103578	1	0.192705	0.446697	0	0	0
s11966	677	1	0	1	0	0	0
s11967	5309	1	1	1	0	0.513091	0
s11968	2255	1	1	1	0	1	0
s11969	175	1	1	1	0	1	0
s11970	7596	1	1	1	0	1	0
s11971	2532	1	1	1	0	1	0
s11972	5	1	1	1	0	0	0
s11973	123	1	1	1	0	1	0
s11974	1	1	1	1	0	0	0
s11975	3991	1	1	1	0	1	0
s11976	116	1	1	1	0	0	0
s11977	3538	1	1	1	0	1	0
s11978	310	1	1	1	0	0	0
s11979	750	1	1	1	0	1	0
s11980	7631	1	1	1	0	1	0
s11981	8	1	1	1	0	0	0
s11982	1027	1	1	1	0	1	0
s11983	1013	1	1	1	0	0	0
s11984	5210	1	1	1	0	1	0
s11985	10	1	1	1	0	0	0
s11986	24226	1	1	1	0	1	0
s11987	36	1	1	1	0	0	0
s11988	4446	1	1	1	0	1	0
s11989	5075	1	1	1	0	1	0
s11990	3562	1	1	1	0	1	0
s11991	1208	1	1	1	0	1	0
s11992	1320	1	1	1	0	0	0
s11993	2	1	0	0	0	0	0
s11994	2162	1	1	1	0	0	0
s11995	1346	1	1	1	0	1	0
s11996	66	1	1	1	0	0	0
s11997	1012	1	1	1	0	1	0
s11998	5007	1	1	1	0	1	0
s11999	1713	1	1	1	0	1	0
s12000	458	1	1	1	0	0	0
s12001	31210	1	1	1	0	1	0
s12002	1304	1	1	1	0	1	0
s12003	984	1	1	1	0	0	0
s12004	1787	1	1	1	0	1	0
s12005	42	1	1	1	0	0	0
s12006	114717	1	1	1	0.227586	0.237323	0
s12007	716	1	1	1	1	0	0
s12008	712	1	1	1	1	1	0
s12009	1054	1	1	1	0	0	0
s12010	794	1	1	1	1	1	0
s12011	2813	1	1	1	1	1	0
s12012	10015	1	1	1	1	1	0
s12013	260	1	1	1	0	0	0
s12014	6749	1	1	1	1	1	0
s12015	1	1	1	1	1	0	0
s12016	1509	1	1	1	1	1	0
s12017	4614	1	1	1	1	1	0
s12018	133	1	1	1	0	1	0
s12019	17240	1	1	1	1	1	0
s12020	483	1	1	1	0	0	0
s12021	1749	1	1	1	1	1	0
s12022	19364	1	1	1	1	1	0
s12023	8	1	1	1	1	0	0
s12024	4238	1	1	1	1	1	0
s12025	3	1	1	1	1	0	0
s12026	4490	1	1	1	1	1	0
s12027	4264	1	1	1	1	1	0
s12028	194	1	1	1	0	1	0
s12029	742	1	1	1	1	1	0
s12030	715	1	1	1	0	1	0
s12031	8760	1	1	1	1	1	0
s12032	6	1	1	1	1	0	0
s12033	8654	1	1	1	1	1	0
s12034	6565	1	1	1	1	1	0
s12035	21659	1	1	1	1	1	0
s12036	281	1	1	1	1	0	0
s12037	10310	1	1	1	0.698739	1	0
s12038	1584	1	1	1	0	0	0
s12039	22373	1	1	1	0	1	0
s12040	1284	1	1	1	0	1	0
s12041	10328	1	1	1	0	1	0
s12042	147	1	1	1	0	0	0
s12043	727	1	1	1	0	1	0
s12044	182	1	1	1	0	1	0
s12045	17	1	1	1	0	0	0
s12046	2336	1	1	1	0	1	0
s12047	543	1	1	1	0	0	0
s12048	11078	1	1	1	0	1	0
s12049	36266	1	1	1	0	1	0
s12050	3	1	1	1	0	0	0
s12051	166919	1	1	1	0	0.0246946	0
s12052	601	1	1	0	0	0	0
s12053	224243	1	0.995112	1	0	0.0101854	0
s12054	126	1	1	1	0	1	0
s12055	3972	1	1	1	0	1	0
s12056	178	1	1	1	0	0	0
s12057	1192	1	1	1	0	1	0
s12058	163	1	1	1	0	1	0
s12059	5	1	1	1	0	0	0
s12060	15821	1	1	1	0	1	0
s12061	140	1	1	1	0	0	0
s12062	5220	1	1	1	0	1	0
s12063	129	1	1	1	0	0	0
s12064	1524	1	1	1	0	1	0
s12065	1	1	1	1	0	0	0
s12066	61414	1	1	1	0	1	0
s12067	136	1	1	1	0	0	0
s12068	6948	1	1	1	0	1	0
s12069	302	1	1	1	0	0	0
s12070	10424	1	1	1	0	1	0
s12071	64	1	1	1	0	0	0
s12072	10623	1	1	1	0	1	0
s12073	472	1	1	1	0	0	0
s12074	18857	1	1	1	0	1	0
s12075	14	1	1	1	0	0	0
s12076	275	1	1	1	0	1	0
s12077	710	1	1	1	0	1	0
s12078	23	1	1	1	0	0	0
s12079	7706	1	1	1	0	1	0
s12080	111	1	1	1	0	0	0
s12081	4561	1	1	1	0	1	0
s12082	133	1	1	1	0	0	0
s12083	134850	1	0.143641	0.77868	0	0.0935706	0
s12084	185	1	0	0	0	0	0
s12085	3004	1	0	1	0	0	0
s12086	4	1	0	0	0	0	0
s12087	1093	1	0	1	0	0	0
s12088	8	1	0	0	0	0	0
s12089	217099	1	0	0.276326	0	0	0
s12090	7	1	0	0	0	0	0
s12091	17755	1	0	1	0	0	0
s12092	1850	1	0	0	0	0	0
s12093	71738	1	0	1	0	0	0
s12094	122539	1	0.998776	1	0	0	0
s12095	47573	1	1	1	0	0	0
s12096	406526	1	0.407096	0.900479	0	0	0
s12097	298	1	0	0	0	0	0
s12098	34783	1	0.824138	1	0	0	0
s12099	6096	1	0	0	0	0	0
s12100	135190	1	0.707478	0.650233	0	0	0
s12101	9519	1	0	0	0	0	0
s12102	46083	1	1	0	0	0	0
s12103	1309	1	0	0	0	0	0
s12104	11119	1	1	0	0	0	0
s12105	55	1	0	0	0	0	0
s12106	1436	1	1	0	0	0	0
s12107	2	1	0	0	0	0	0
s12108	253132	1	0.0878	0.286918	0	0	0
s12109	54254	1	0.459155	1	0	0	0
s12110	8968	1	1	0	0	0	0
s12111	76280	1	1	1	0	0	0
s12112	148	1	1	0	0	0	0
s12113	38366	1	0.0958661	1	0	0	0
s12114	918	1	0	0	0	0	0
s12115	354	1	0	1	0	0	0
s12116	216	1	0	0	0	0	0
s12117	1270	1	0	1	0	0	0
s12118	380	1	0	0	0	0	0
s12119	1524	1	0	1	0	0	0
s12120	299	1	0	0	0	0	0
s12121	139	1	0	1	0	0	0
s12122	1676	1	0	0	0	0	0
s12123	167	1	0	1	0	0	0
s12124	326	1	0	0	0	0	0
s12125	223	1	0	1	0	0	0
s12126	323	1	0	0	0	0	0
s12127	1372	1	0	1	0	0	0
s12128	214	1	0	1	0	0	0
s12129	179	1	0	1	0	0	0
s12130	610	1	0	0	0	0	0
s12131	1588	1	0	1	0	0	0
s12132	213	1	0	1	0	0	0
s12133	199	1	0	1	0	0	0
s12134	1510	1	0	0	0	0	0
s12135	699	1	0	1	0	0	0
s12136	280	1	0	0	0	0	0
s12137	244	1	0	1	0	0	0
s12138	2259	1	0	0	0	0	0
s12139	219	1	0	1	0	0	0
s12140	790	1	0	1	0	0	0
s12141	748	1	0	1	0	0	0
s12142	80	1	0	0	0	0	0
s12143	230	1	0	1	0	0	0
s12144	9	1	0	0	0	0	0
s12145	166	1	0	1	0	0	0
s12146	127	1	0	1	0	0	0
s12147	434	1	0	0	0	0	0
s12148	366	1	0	1	0	0	0
s12149	18	1	0	0	0	0	0
s12150	590	1	0	1	0	0	0
s12151	236	1	0	1	0	0	0
s12152	300	1	0	0	0	0	0
s12153	256	1	0	1	0	0	0
s12154	213	1	0	1	0	0	0
s12155	253	1	0	0	0	0	0
s12156	342	1	0	1	0	0	0
s12157	116	1	0	0	0	0	0
s12158	255	1	0	1	0	0	0
s12159	82	1	0	0	0	0	0
s12160	107	1	0	1	0	0	0
s12161	89	1	0	0	0	0	0
s12162	274	1	0	1	0	0	0
s12163	466	1	0	0	0	0	0
s12164	218	1	0	1	0	0	0
s12165	50	1	0	0	0	0	0
s12166	137	1	0	1	0	0	0
s12167	96	1	0	0	0	0	0
s12168	442	1	0	1	0	0	0
s12169	118	1	0	0	0	0	0
s12170	4591	1	0	1	0	0	0
s12171	1457	1	0	1	0	0	0
s12172	2	1	0	0	0	0	0
s12173	1856	1	0	1	0	0	0
s12174	2	1	0	0	0	0	0
s12175	359	1	0	1	0	0	0
s12176	4	1	0	0	0	0	0
s12177	335	1	0	1	0	0	0
s12178	1	1	0	0	0	0	0
s12179	7782	1	0	1	0	0	0
s12180	162	1	0	0	0	0	0
s12181	106936	1	0.428742	1	0	0	0
s12182	66087	1	1	0	0	0	0
s12183	129290	1	1	1	0	0.100704	0
s12184	15	1	1	1	0	0	0
s12185	1801	1	1	1	0	1	0
s12186	1858	1	1	1	0	1	0
s12187	3430	1	1	1	0	0	0
s12188	2701	1	1	1	0.369863	1	0
s12189	15036	1	1	1	1	1	0
s12190	192	1	1	1	0	0	0
s12191	4281	1	1	1	1	1	0
s12192	135	1	1	1	1	0	0
s12193	165	1	1	1	1	1	0
s12194	184	1	1	1	1	0	0
s12195	738	1	1	1	1	1	0
s12196	69	1	1	1	1	0	0
s12197	265	1	1	1	1	1	0
s12198	416	1	1	1	1	0	0
s12199	2752	1	1	1	1	1	0
s12200	3849	1	1	1	1	1	0
s12201	126	1	1	1	0	0	0
s12202	6910	1	1	1	1	1	0
s12203	231	1	1	1	1	0	0
